@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
601,'2019/09/19 12:27:01:150',4,-16776960,-16710656,-16381690,-15789554,-15394539,-15460332,-15722991,-10460317,-7366760,-7168352,-16776960,-16579069,-15789554,-14605280,-14078937,-14407902,-14933990,-10395038,-6117722,-5853777,-16710912,-16118520,-14868710,-13224141,-12632261,-13487058,-14144731,-10658469,-5066317,-4604479,-16447741,-15592434,-13750742,-12172222,-11777979,-12829641,-13618644,-11119276,-4343363,-3552560,-15461361,-14672103,-11450815,-9807276,-9544620,-10531001,-11451074,-10594991,-3949118,-2697507,-9677230,-9219513,-7904942,-7051176,-6525347,-6393503,-6261403,-6326424,-9020075,-9803668,-6779764,-7307137,-6715774,-4019546,-5401972,-7245208,-9810882,-13884899,-14673385,-13555673,-8490646,-3554877,-395784,-65794,-131587,-6777957,-13950171,-14015713,-14410472,-10992065,-9279392,-1975846,-592652,-258,-65797,-198671,-3423809,-8949905,-13752277,-10992065,-5330259,-4014656,-987409,-65795,-790554,-9670002,-9733724,-10063208,-10590072,-11512731,0.67
602,'2019/09/19 12:27:01:182',4,-16776960,-16710656,-16381691,-15789554,-15394539,-15525868,-15723247,-10525853,-7366760,-7168352,-16776960,-16513534,-15789554,-14605280,-14078937,-14473439,-14999525,-10395295,-6117978,-5919313,-16710912,-16118520,-14868710,-13289678,-12697797,-13421522,-14144732,-10658725,-5066316,-4604479,-16513534,-15592690,-13816279,-12172223,-11777724,-12829641,-13618645,-11119278,-4343363,-3552561,-15526897,-14737896,-11516608,-9807277,-9544620,-10465466,-11385538,-10529711,-4015168,-2697507,-9545130,-9482429,-7970735,-7182505,-6591141,-6327967,-6327195,-6195095,-8232103,-8882824,-6714228,-7241087,-6715774,-3690580,-5204592,-7047828,-9350845,-13293792,-14344421,-14804712,-8490902,-3555134,-395784,-65794,-66050,-6712165,-14147549,-13949921,-14147299,-12504017,-9279648,-2041382,-592652,-258,-65797,-198671,-3423808,-8949905,-14015192,-11649479,-5396051,-3949120,-987409,-65795,-725018,-9670002,-9733724,-10063208,-10590072,-11117973,0.67
603,'2019/09/19 12:27:01:216',4,-16777216,-16710656,-16316154,-15789554,-15394539,-15460332,-15657454,-10460317,-7366760,-7168352,-16776960,-16513534,-15724018,-14605280,-14078936,-14473182,-14999525,-10395295,-6183514,-5853777,-16710912,-16118520,-14868710,-13289933,-12697796,-13487057,-14210267,-10593189,-5066317,-4604480,-16513277,-15592433,-13750742,-12172222,-11712187,-12764105,-13618644,-11119277,-4343363,-3487025,-15526897,-14803688,-11713473,-9807276,-9610156,-10531258,-11516610,-10529455,-4080962,-2697506,-9544101,-9745343,-7970735,-7248042,-6591141,-6327711,-6327452,-6195094,-7443360,-8093822,-6713971,-7175038,-6715773,-3492944,-5072749,-6916242,-8956601,-12439513,-14015714,-15659506,-8490902,-3555134,-395784,-65794,-66051,-6712165,-14213341,-14015971,-13949920,-13687519,-9279393,-2041383,-592652,-258,-65797,-198671,-3423552,-9015441,-14080985,-12437966,-5330259,-3949120,-987666,-65794,-725017,-9670002,-9733723,-10063208,-10590071,-10986130,0.67
604,'2019/09/19 12:27:01:249',4,-16776960,-16710656,-16381690,-15789554,-15394795,-15460332,-15657455,-10460061,-7366760,-7168352,-16776960,-16513533,-15724018,-14605280,-14078937,-14473182,-14999525,-10395039,-6117978,-5853776,-16710656,-16052984,-14868710,-13224141,-12697797,-13487058,-14144731,-10593189,-5066317,-4604479,-16513534,-15592433,-13750486,-12172222,-11777979,-12829642,-13684181,-11053741,-4277827,-3552561,-15526897,-14803688,-11844802,-9873068,-9675692,-10662330,-11582403,-10594991,-4081218,-2697507,-9478050,-9942464,-7970990,-7379371,-6591141,-6261919,-6327452,-6260630,-6851994,-7831423,-6713971,-7109244,-6781052,-3361358,-5007213,-6916242,-8890808,-11585233,-13621471,-15988215,-8490646,-3555133,-461320,-65794,-131587,-6777957,-14213341,-14016229,-14344418,-14344679,-9279648,-1975846,-592652,-258,-65797,-198671,-3489345,-9015697,-14015193,-13226709,-5330515,-3949120,-987409,-65794,-790554,-9670002,-9733724,-10063209,-10589816,-10854801,0.67
605,'2019/09/19 12:27:01:282',4,-16776960,-16710656,-16381690,-15789554,-15394795,-15460332,-15657455,-10460061,-7366760,-7168352,-16776960,-16513533,-15724018,-14605280,-14078937,-14473182,-14999525,-10395039,-6117978,-5853776,-16710656,-16052984,-14868710,-13224141,-12697797,-13487058,-14144731,-10593189,-5066317,-4604479,-16513534,-15592433,-13750486,-12172222,-11777979,-12829642,-13684181,-11053741,-4277827,-3552561,-15526897,-14803688,-11844802,-9873068,-9675692,-10662330,-11582403,-10594991,-4081218,-2697507,-9478050,-9942464,-7970990,-7379371,-6591141,-6261919,-6327452,-6260630,-6851994,-7831423,-6713971,-7109244,-6781052,-3361358,-5007213,-6916242,-8890808,-11585233,-13621471,-15988215,-8490646,-3555133,-461320,-65794,-131587,-6777957,-14213341,-14016229,-14344418,-14344679,-9279648,-1975846,-592652,-258,-65797,-198671,-3489345,-9015697,-14015193,-13226709,-5330515,-3949120,-987409,-65794,-790554,-9670002,-9733724,-10063209,-10589816,-10854801,0.67
606,'2019/09/19 12:27:01:316',4,-16776960,-16710656,-16381690,-15789554,-15394795,-15460332,-15723247,-10460318,-7366760,-7168608,-16776960,-16579070,-15789554,-14605281,-14078937,-14473438,-14999525,-10460831,-6117979,-5853776,-16710912,-16118520,-14868710,-13224142,-12697797,-13487058,-14210267,-10658725,-5066317,-4604480,-16513278,-15592433,-13750742,-12172223,-11777723,-12829641,-13684181,-11119277,-4343363,-3552561,-15526896,-14869224,-12107459,-10004397,-9741484,-10859452,-11779525,-10726320,-4146755,-2697507,-9543072,-10270914,-8102318,-7445163,-6656934,-6261919,-6327452,-6194837,-6523287,-7569537,-6713971,-7109243,-6781053,-3426894,-5006956,-6850449,-8825016,-10599626,-13358556,-15790836,-8490902,-3555134,-461320,-65794,-131586,-6712165,-14213342,-14016487,-14541282,-14804459,-9279392,-1975846,-592652,-258,-65797,-198671,-3423552,-9015698,-13883864,-13949916,-5330259,-3949120,-987409,-65794,-725018,-9670002,-9733724,-10063208,-10590073,-10854544,0.67
607,'2019/09/19 12:27:01:349',4,-16776960,-16710912,-16381690,-15855090,-15394795,-15460332,-15723247,-10525854,-7366761,-7233888,-16776960,-16513534,-15789554,-14605280,-14078936,-14473438,-14999525,-10460832,-6117979,-5853777,-16710912,-16118520,-14868710,-13289678,-12697797,-13487058,-14210268,-10658726,-5066317,-4604480,-16513534,-15592434,-13750743,-12172222,-11777724,-12829641,-13684181,-11119277,-4343363,-3552561,-15526897,-14934761,-12238787,-10135469,-9807020,-10925244,-11845062,-10726576,-4147011,-2697507,-9542814,-10468035,-8233904,-7510956,-6656934,-6196384,-6261659,-6194837,-6523030,-7241860,-6713972,-7043450,-6715515,-3361357,-4744040,-6850192,-8759223,-9810881,-13030363,-15067885,-8490902,-3555134,-461320,-65794,-131586,-6712165,-14213341,-14082537,-14278111,-14541544,-9279648,-2041382,-592652,-258,-65797,-198671,-3423809,-9015697,-13949401,-14475744,-5330515,-3949120,-987666,-65794,-725017,-9670002,-9733724,-10063208,-10524536,-10854544,0.67
608,'2019/09/19 12:27:01:382',4,-16777216,-16710656,-16381690,-15789554,-15394539,-15460332,-15657711,-10460061,-7366760,-7233888,-16776960,-16579070,-15789554,-14605280,-14078936,-14473438,-14933989,-10395039,-6117722,-5853777,-16710912,-16118520,-14868966,-13289677,-12697796,-13487058,-14210268,-10593189,-5066317,-4604480,-16447741,-15592690,-13750742,-12172222,-11777723,-12829641,-13618645,-11053741,-4343363,-3552561,-15526897,-14869224,-12304323,-10201261,-9807021,-10990780,-11910854,-10726576,-4147011,-2697507,-9542300,-10599364,-8431025,-7576749,-6788006,-6262177,-6130331,-6194837,-6522773,-7045511,-6713972,-6977657,-6715515,-3426637,-4612197,-6850449,-8693687,-9153723,-12504534,-14476007,-8490902,-3555134,-395784,-65794,-66050,-6777958,-14213342,-14148586,-14015455,-14146785,-9345184,-2041382,-592652,-258,-65797,-198671,-3489345,-9081490,-14080729,-14804452,-5330259,-3949120,-987409,-65795,-790554,-9670002,-9733724,-10128744,-10590072,-10854543,0.67
609,'2019/09/19 12:27:01:415',4,-16777216,-16710656,-16381690,-15789554,-15394795,-15460332,-15657711,-10525598,-7432296,-7233889,-16776960,-16579070,-15789554,-14539744,-14078937,-14473438,-14999525,-10460832,-6183515,-5853777,-16710912,-16118520,-14868710,-13224141,-12697797,-13487058,-14210268,-10658726,-5066317,-4604480,-16513534,-15592434,-13750742,-12172222,-11777979,-12764106,-13618645,-11119277,-4343363,-3552561,-15526897,-14934760,-12304323,-10266797,-9741484,-10990524,-11910854,-10726576,-4213062,-2697507,-9476507,-10730179,-8562611,-7708078,-6853798,-6327970,-6130075,-6195094,-6457237,-6914955,-6779508,-7042937,-6715258,-3360586,-4151645,-6718862,-8759223,-8825273,-11847376,-13884385,-8490902,-3555134,-461320,-65794,-66050,-6712421,-14213342,-14345965,-13818334,-14080734,-9279391,-1975846,-592652,-258,-65797,-198671,-3423809,-9081234,-14146522,-15067368,-5395795,-3949120,-987409,-65795,-790554,-9670002,-9733724,-10128744,-10590072,-10854543,0.67
610,'2019/09/19 12:27:01:448',4,-16776960,-16710656,-16381691,-15789554,-15394795,-15460332,-15723247,-10525854,-7366760,-7168353,-16776960,-16579069,-15789554,-14605280,-14078937,-14473438,-14999525,-10460832,-6117979,-5853777,-16710912,-16118520,-14868710,-13224142,-12632261,-13487058,-14144732,-10658726,-5066317,-4604480,-16447741,-15592433,-13750742,-12172223,-11712187,-12764105,-13684181,-11119534,-4343364,-3552562,-15526896,-14934761,-12435395,-10398126,-9741484,-10924731,-11910854,-10792113,-4344391,-2697763,-9476507,-11058115,-8891062,-7773869,-7050920,-6328226,-6064539,-6195351,-6456980,-6915470,-6713971,-6977144,-6780793,-3228742,-3690580,-6455432,-8759222,-8693686,-11124682,-13292762,-8556438,-3555134,-461320,-65794,-66050,-6646628,-14213341,-14411758,-13687007,-14672610,-9279648,-2041382,-592652,-258,-65797,-198671,-3423553,-9015698,-14212314,-15067625,-5330515,-3949120,-987666,-65795,-725017,-9670002,-9733724,-10128744,-10590072,-10854543,0.67
611,'2019/09/19 12:27:01:482',4,-16776960,-16710656,-16381691,-15789554,-15394795,-15460332,-15723247,-10525854,-7366760,-7168353,-16776960,-16579069,-15789554,-14605280,-14078937,-14473438,-14999525,-10460832,-6117979,-5853777,-16710912,-16118520,-14868710,-13224142,-12632261,-13487058,-14144732,-10658726,-5066317,-4604480,-16447741,-15592433,-13750742,-12172223,-11712187,-12764105,-13684181,-11119534,-4343364,-3552562,-15526896,-14934761,-12435395,-10398126,-9741484,-10924731,-11910854,-10792113,-4344391,-2697763,-9476507,-11058115,-8891062,-7773869,-7050920,-6328226,-6064539,-6195351,-6456980,-6915470,-6713971,-6977144,-6780793,-3228742,-3690580,-6455432,-8759222,-8693686,-11124682,-13292762,-8556438,-3555134,-461320,-65794,-66050,-6646628,-14213341,-14411758,-13687007,-14672610,-9279648,-2041382,-592652,-258,-65797,-198671,-3423553,-9015698,-14212314,-15067625,-5330515,-3949120,-987666,-65795,-725017,-9670002,-9733724,-10128744,-10590072,-10854543,0.67
612,'2019/09/19 12:27:01:515',4,-16777216,-16710656,-16381690,-15789554,-15394795,-15525868,-15657711,-10460061,-7432296,-7168608,-16776960,-16579070,-15789555,-14605280,-14078937,-14473438,-14999525,-10395295,-6117978,-5919057,-16710912,-16118520,-14868966,-13289677,-12632261,-13487057,-14210267,-10593189,-5066316,-4604480,-16513278,-15592434,-13750742,-12172222,-11777723,-12829641,-13684181,-11053741,-4343363,-3552561,-15526897,-14869225,-12435395,-10398382,-9741484,-10859195,-11910854,-10660784,-4279112,-2763557,-9476507,-11649223,-9153975,-7773869,-7182250,-6459812,-6064540,-6195095,-6456723,-6981521,-6713971,-6977144,-6648950,-2965313,-3361357,-6192003,-8758965,-8693686,-10467525,-13029591,-8556438,-3555134,-395784,-65794,-131587,-6712165,-14213341,-14543087,-13687521,-14738402,-9279648,-2041382,-592652,-258,-65797,-198671,-3423809,-9081490,-14343899,-15133161,-5330515,-3949120,-987409,-65795,-790553,-9735538,-9799259,-10128744,-10655351,-10789006,0.67
613,'2019/09/19 12:27:01:548',4,-16776960,-16710656,-16381691,-15789554,-15394795,-15525868,-15723247,-10460061,-7366760,-7234145,-16776960,-16513533,-15789554,-14605280,-14078937,-14473182,-14999525,-10460831,-6117978,-5919312,-16710912,-16052984,-14868710,-13289678,-12697797,-13487057,-14144732,-10658725,-5066316,-4604480,-16513278,-15592433,-13750742,-12172222,-11777724,-12829641,-13618645,-11119277,-4343363,-3552561,-15526897,-14869225,-12435395,-10529454,-9741483,-10793402,-11976390,-10726320,-4344649,-2829093,-9542043,-12306124,-9350840,-7839405,-7379371,-6591141,-6195869,-6195095,-6391187,-7047315,-6713971,-6911608,-6451571,-2636346,-3097927,-5862780,-8627379,-8759222,-9810367,-12898263,-8490645,-3554877,-461320,-65794,-66051,-6712420,-14213341,-14608879,-13819365,-14672097,-9279391,-1975846,-592652,-258,-65797,-198671,-3489345,-9015698,-14343900,-15198954,-5330259,-4014656,-987409,-65794,-790554,-9670002,-9799260,-10128745,-10590072,-10854542,0.67
614,'2019/09/19 12:27:01:582',4,-16777216,-16710912,-16381690,-15789554,-15394539,-15460332,-15657711,-10460318,-7366760,-7168608,-16776960,-16579070,-15789555,-14539744,-14078937,-14473182,-14999525,-10460832,-6117978,-5853777,-16710912,-16118520,-14868966,-13224141,-12632260,-13487058,-14210267,-10658726,-5066573,-4604479,-16513278,-15592434,-13750743,-12172223,-11777723,-12764105,-13684182,-11119534,-4343363,-3552561,-15526897,-14934761,-12435396,-10594990,-9807020,-10859195,-12107719,-10792113,-4344648,-2829350,-9476507,-12831440,-9481912,-7970990,-7445163,-6722213,-6196126,-6063766,-6391443,-6982035,-6779508,-6977144,-6385778,-2504504,-3097413,-5665144,-8627121,-8693430,-9350330,-12504019,-8490902,-3555134,-395784,-65794,-66050,-6646372,-14213341,-14608880,-13950951,-14541025,-9345184,-1975846,-592652,-258,-65797,-198671,-3423552,-9015697,-14343899,-15330282,-5330259,-3949120,-987666,-65794,-725017,-9670002,-9799260,-10063208,-10589815,-10788750,0.67
615,'2019/09/19 12:27:01:616',4,-16777216,-16710912,-16381690,-15789554,-15394539,-15460332,-15657711,-10460318,-7366760,-7168608,-16776960,-16579070,-15789555,-14539744,-14078937,-14473182,-14999525,-10460832,-6117978,-5853777,-16710912,-16118520,-14868966,-13224141,-12632260,-13487058,-14210267,-10658726,-5066573,-4604479,-16513278,-15592434,-13750743,-12172223,-11777723,-12764105,-13684182,-11119534,-4343363,-3552561,-15526897,-14934761,-12435396,-10594990,-9807020,-10859195,-12107719,-10792113,-4344648,-2829350,-9476507,-12831440,-9481912,-7970990,-7445163,-6722213,-6196126,-6063766,-6391443,-6982035,-6779508,-6977144,-6385778,-2504504,-3097413,-5665144,-8627121,-8693430,-9350330,-12504019,-8490902,-3555134,-395784,-65794,-66050,-6646372,-14213341,-14608880,-13950951,-14541025,-9345184,-1975846,-592652,-258,-65797,-198671,-3423552,-9015697,-14343899,-15330282,-5330259,-3949120,-987666,-65794,-725017,-9670002,-9799260,-10063208,-10589815,-10788750,0.67
616,'2019/09/19 12:27:01:649',4,-16777216,-16710656,-16381690,-15789554,-15394539,-15460332,-15657711,-10460061,-7432296,-7168352,-16776960,-16513534,-15789554,-14605280,-14078937,-14407646,-14999525,-10395039,-6117978,-5919313,-16710912,-16118520,-14868710,-13289677,-12697796,-13487058,-14210267,-10593189,-5066317,-4604480,-16513277,-15592433,-13816279,-12237758,-11777979,-12829641,-13618644,-11053741,-4343363,-3552561,-15526897,-14869225,-12435396,-10660525,-9938348,-10924731,-12107719,-10792113,-4278856,-2829094,-9542043,-13094098,-9547703,-8036526,-7510956,-6722213,-6196127,-6063510,-6391443,-7047315,-6779507,-6977400,-6319986,-2438711,-3097413,-5533815,-8627121,-8627636,-9021879,-12109776,-8556439,-3555134,-395784,-65794,-131586,-6712165,-14213341,-14608880,-14148328,-14409699,-9345184,-1975846,-592652,-258,-65797,-198671,-3423809,-9081234,-14344156,-15330282,-5330514,-4014656,-987665,-65794,-790553,-9670002,-9733724,-10063208,-10589816,-10789006,0.67
617,'2019/09/19 12:27:01:682',4,-16777216,-16710912,-16381690,-15724017,-15394539,-15460332,-15723247,-10460317,-7366760,-7234145,-16776960,-16579070,-15789554,-14539488,-14078937,-14407902,-14999525,-10395039,-6117978,-5919312,-16710656,-16118520,-14868710,-13224141,-12632261,-13487058,-14210267,-10593189,-5066317,-4670015,-16447741,-15592433,-13750742,-12172222,-11712187,-12764105,-13684181,-11119277,-4343364,-3552561,-15526897,-14869224,-12369859,-10660269,-10004140,-10990524,-12239047,-10857905,-4278855,-2763557,-9542043,-13290963,-9678775,-8102319,-7576748,-6722213,-6261919,-5997974,-6456979,-7047315,-6713971,-6977144,-6319729,-2373174,-3163206,-5402229,-8561585,-8496308,-8824501,-11649740,-8490646,-3555133,-395784,-65794,-131586,-6712165,-14213341,-14608880,-14345451,-14278113,-9279392,-1975846,-592652,-258,-65797,-198671,-3489345,-9081233,-14409436,-15330538,-5330259,-4014913,-987409,-65794,-790554,-9670002,-9799260,-10128744,-10655608,-10789006,0.67
618,'2019/09/19 12:27:01:715',4,-16777216,-16710912,-16381690,-15789554,-15394795,-15460332,-15657711,-10460318,-7432296,-7234145,-16776960,-16579070,-15789554,-14605280,-14078937,-14407646,-14999525,-10460832,-6117978,-5853776,-16710912,-16118776,-14868710,-13289677,-12697797,-13487058,-14144731,-10658726,-5066317,-4604480,-16513534,-15592689,-13816279,-12172222,-11777723,-12829642,-13684181,-11119278,-4343364,-3552561,-15592433,-14934761,-12435395,-10725805,-10135213,-11056060,-12304584,-10989234,-4278598,-2763557,-9542043,-13290963,-9875640,-8233648,-7511212,-6787749,-6261919,-5997974,-6391443,-6981778,-6714227,-6977144,-6319985,-2438966,-3228998,-5336179,-8561585,-8496052,-8693172,-11452361,-8556438,-3555134,-395784,-65794,-131586,-6646372,-14213341,-14608880,-14345707,-14409699,-9279648,-2041382,-592652,-258,-65797,-198671,-3423552,-9015697,-14343899,-15396331,-5396051,-3949120,-987666,-65794,-725017,-9670002,-9799260,-10063208,-10590072,-10854542,0.67
619,'2019/09/19 12:27:01:748',4,-16776960,-16710912,-16381690,-15789554,-15394796,-15460332,-15722990,-10525597,-7366760,-7234145,-16776960,-16579070,-15789554,-14605280,-14078937,-14473438,-14999525,-10395295,-6117722,-5919313,-16710912,-16118520,-14868710,-13224142,-12697797,-13487058,-14144732,-10658725,-5066317,-4604480,-16513534,-15592690,-13750742,-12172222,-11712443,-12764105,-13618644,-11119277,-4343363,-3552561,-15526897,-14934761,-12435395,-10660269,-10135469,-11056060,-12239047,-10923442,-4213063,-2763557,-9542043,-13290963,-10072761,-8299440,-7576748,-6788006,-6261919,-5997974,-6391444,-7047571,-6779507,-6977400,-6254193,-2372917,-3162949,-5138799,-8561585,-8561844,-8693172,-11321032,-8556438,-3555134,-395784,-65794,-66051,-6712164,-14213341,-14608880,-14345708,-14475493,-9279648,-2041382,-592652,-2,-65797,-198671,-3423809,-9081234,-14409692,-15461867,-5330259,-3949120,-987666,-65794,-790554,-9670002,-9733723,-10128744,-10590072,-10789006,0.67
620,'2019/09/19 12:27:01:782',4,-16777216,-16710656,-16381690,-15789554,-15394539,-15460332,-15722991,-10460061,-7366760,-7234144,-16776960,-16579070,-15789555,-14539488,-14078937,-14407902,-14999525,-10395295,-6117978,-5853777,-16710912,-16052984,-14868710,-13224141,-12632261,-13487058,-14210267,-10593189,-5066317,-4604480,-16513277,-15592433,-13750742,-12172222,-11777723,-12764105,-13618645,-11119277,-4343619,-3552561,-15526897,-14934761,-12435395,-10725804,-10069677,-10924731,-12173255,-10857905,-4344392,-2829350,-9542299,-13291220,-10204090,-8365232,-7576748,-6853542,-6327456,-5997974,-6456979,-7113107,-6779507,-6977400,-6253936,-2241331,-3031619,-5006956,-8561328,-8562100,-8693172,-11386825,-8490645,-3555133,-461320,-65794,-131586,-6646629,-14213341,-14674672,-14411244,-14606822,-9279392,-2041382,-592652,-258,-65797,-198671,-3489345,-9081490,-14343900,-15461867,-5330258,-4014657,-987409,-65794,-790554,-9670002,-9799260,-10063208,-10590072,-10920078,0.67
621,'2019/09/19 12:27:01:815',4,-16777216,-16710656,-16381690,-15789554,-15394539,-15460332,-15722991,-10460061,-7366760,-7234144,-16776960,-16579070,-15789555,-14539488,-14078937,-14407902,-14999525,-10395295,-6117978,-5853777,-16710912,-16052984,-14868710,-13224141,-12632261,-13487058,-14210267,-10593189,-5066317,-4604480,-16513277,-15592433,-13750742,-12172222,-11777723,-12764105,-13618645,-11119277,-4343619,-3552561,-15526897,-14934761,-12435395,-10725804,-10069677,-10924731,-12173255,-10857905,-4344392,-2829350,-9542299,-13291220,-10204090,-8365232,-7576748,-6853542,-6327456,-5997974,-6456979,-7113107,-6779507,-6977400,-6253936,-2241331,-3031619,-5006956,-8561328,-8562100,-8693172,-11386825,-8490645,-3555133,-461320,-65794,-131586,-6646629,-14213341,-14674672,-14411244,-14606822,-9279392,-2041382,-592652,-258,-65797,-198671,-3489345,-9081490,-14343900,-15461867,-5330258,-4014657,-987409,-65794,-790554,-9670002,-9799260,-10063208,-10590072,-10920078,0.67
622,'2019/09/19 12:27:01:848',4,-16776960,-16710656,-16381690,-15855090,-15394795,-15460332,-15723247,-10525854,-7432296,-7234144,-16776960,-16579070,-15789554,-14605280,-14078937,-14407902,-14933989,-10461088,-6117979,-5853777,-16710912,-16118520,-14868710,-13224141,-12632261,-13487058,-14144731,-10658726,-5066573,-4604480,-16513278,-15592433,-13816279,-12172222,-11712187,-12829642,-13684181,-11119534,-4343363,-3552561,-15526897,-14934761,-12435395,-10725805,-10004141,-10859195,-11976390,-10792370,-4410441,-2895144,-9476507,-13290963,-10204091,-8299697,-7576748,-6919335,-6327712,-5997975,-6391443,-7047828,-6779508,-6911864,-6188399,-2109744,-2965312,-4809577,-8495534,-8693430,-8758708,-11387082,-8556438,-3555134,-395784,-65794,-66050,-6646371,-14213341,-14674673,-14477037,-14541285,-9279648,-2041382,-592652,-258,-65797,-198671,-3423552,-9015698,-14343899,-15461867,-5330259,-3949120,-987666,-65794,-725017,-9670002,-9733724,-10128744,-10590072,-10789006,0.67
623,'2019/09/19 12:27:01:882',4,-16777216,-16710912,-16381690,-15789554,-15394796,-15460332,-15723247,-10525597,-7366761,-7234145,-16776960,-16579069,-15789554,-14605280,-14078937,-14473438,-14999525,-10395295,-6117978,-5853777,-16710912,-16118520,-14868966,-13224142,-12632261,-13487058,-14144732,-10593189,-5066317,-4604480,-16513534,-15592690,-13750742,-12172223,-11777723,-12829641,-13618644,-11053741,-4343363,-3552561,-15526897,-14934760,-12435396,-10660269,-9938605,-10727866,-11910597,-10661041,-4410699,-2961192,-9542043,-13356499,-10204348,-8299697,-7642541,-6919335,-6262176,-5997974,-6391444,-7113365,-6779507,-6911864,-6188400,-1977902,-2833726,-4809320,-8495534,-8759222,-8758965,-11583947,-8556438,-3620670,-395784,-65794,-66050,-6646628,-14213341,-14674673,-14477294,-14475492,-9345184,-2041382,-592652,-258,-65797,-198671,-3423809,-9081490,-14343900,-15527403,-5330515,-3949120,-987666,-65795,-790554,-9670002,-9733724,-10063208,-10590072,-10854542,0.67
624,'2019/09/19 12:27:01:915',4,-16777216,-16710912,-16381691,-15789554,-15394795,-15460332,-15723247,-10460061,-7432296,-7234145,-16776960,-16579070,-15789554,-14605280,-14078937,-14473438,-14999525,-10395295,-6117978,-5919313,-16710912,-16118520,-14868710,-13224141,-12632261,-13487058,-14210268,-10658725,-5066317,-4604480,-16513277,-15592690,-13750742,-12172223,-11777723,-12829641,-13618645,-11119277,-4343363,-3552561,-15527153,-14934761,-12369859,-10660525,-9872813,-10662074,-11844805,-10595248,-4476492,-2961450,-9542300,-13356499,-10073019,-8233905,-7708077,-6853799,-6327712,-5997975,-6391443,-7113365,-6779508,-6977400,-6188143,-1977902,-2833726,-4809577,-8495277,-8824759,-8890293,-11781325,-8490645,-3554877,-461320,-65794,-131587,-6712165,-14213341,-14674673,-14542829,-14409699,-9279392,-1975846,-592652,-258,-65797,-198671,-3423809,-9081234,-14409436,-15461867,-5330259,-4014657,-987409,-65795,-790554,-9670002,-9733724,-10128744,-10590072,-10854542,0.67
