@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
21,'2019/09/19 12:25:02:731',1,-16644863,-16447483,-16184568,-15723760,-15394538,-15394538,-15591661,-10854819,-7893103,-7563109,-16579070,-16250361,-15789297,-14670816,-14210265,-14473438,-14933988,-10723747,-6578272,-6314071,-16447484,-15921397,-14934502,-13355726,-12829125,-13552849,-14210267,-10921640,-5526611,-5064773,-16184569,-15460847,-13882327,-12434879,-12040636,-12895177,-13618644,-11316655,-4869706,-4012854,-15395310,-14869224,-12698053,-11054511,-10857134,-12237760,-13223884,-11776692,-4343618,-3092264,-9673629,-13422291,-12698823,-8818318,-8949907,-8489353,-8422785,-10723488,-3422256,-2170646,-7108472,-7241858,-6585988,-5468794,-4745585,-4152415,-3558732,-4345933,-5396821,-5066310,-8885146,-3884098,-592906,-527115,-2305329,-5269871,-6785944,-7772581,-14082534,-14146007,-9673892,-2370346,-724238,-65794,-66055,-199185,-10595762,-15264749,-11911878,-12371914,-8093824,-10923693,-11452871,-9675949,-5990773,-10131330,-11905154,-14539728,-9282476,-9872810,1
22,'2019/09/19 12:25:02:764',1,-16644862,-16447484,-16184312,-15723760,-15329002,-15394538,-15591661,-10854818,-7893103,-7563109,-16579070,-16250361,-15723761,-14605280,-14144729,-14473437,-14933732,-10658210,-6578272,-6314070,-16381948,-15986933,-14934502,-13355726,-12763589,-13552593,-14144731,-10856103,-5526611,-5064773,-16184569,-15526639,-13882071,-12434880,-12040636,-12895433,-13684436,-11316655,-4869706,-3947318,-15395053,-14934760,-12698053,-11054511,-10791598,-12172225,-13223884,-11711156,-4343617,-3092264,-9673884,-13422291,-12698567,-8818319,-8949907,-8554889,-8422785,-10723488,-3356719,-2170646,-7108472,-7241858,-6651524,-5468794,-4745585,-4217951,-3558732,-4346190,-5397077,-5066311,-8885146,-3884098,-593162,-527115,-2305328,-5269871,-6851480,-7772325,-14082278,-14080215,-9608356,-2370346,-724238,-258,-66054,-199185,-10595505,-15199213,-11911878,-12306378,-8094080,-10923693,-11387335,-9741486,-5990773,-10131330,-11839361,-14605520,-9348012,-9872809,1
23,'2019/09/19 12:25:02:798',1,-16644862,-16447483,-16184312,-15723760,-15394538,-15394538,-15657197,-10854562,-7958639,-7563109,-16579070,-16250361,-15723761,-14605280,-14144729,-14473437,-14933732,-10658210,-6578272,-6314070,-16381948,-15921397,-14934502,-13355470,-12763589,-13552594,-14210267,-10856103,-5526867,-5064773,-16184569,-15461103,-13882071,-12434880,-12040380,-12895177,-13684436,-11316655,-4869706,-3947574,-15395310,-14868967,-12632517,-11054255,-10791598,-12172224,-13289420,-11776692,-4343617,-3092264,-9739421,-13422291,-12698823,-8818319,-8949907,-8489353,-8422785,-10723488,-3422256,-2170646,-7108727,-7241859,-6585987,-5468794,-4745585,-4217952,-3624269,-4346190,-5397078,-5066310,-8885145,-3883841,-592905,-527115,-2305328,-5269871,-6917016,-7772324,-14082534,-14080215,-9608356,-2304810,-724238,-258,-66055,-199185,-10529712,-15199213,-11912134,-12306121,-8094080,-10923950,-11452615,-9675949,-5990773,-10131586,-11773825,-14605520,-9348269,-9872809,1
24,'2019/09/19 12:25:02:831',1,-16644862,-16447483,-16184312,-15723760,-15394538,-15394538,-15657197,-10854562,-7958639,-7563109,-16579070,-16250361,-15723761,-14605280,-14144729,-14473437,-14933732,-10658210,-6578272,-6314070,-16381948,-15921397,-14934502,-13355470,-12763589,-13552594,-14210267,-10856103,-5526867,-5064773,-16184569,-15461103,-13882071,-12434880,-12040380,-12895177,-13684436,-11316655,-4869706,-3947574,-15395310,-14868967,-12632517,-11054255,-10791598,-12172224,-13289420,-11776692,-4343617,-3092264,-9739421,-13422291,-12698823,-8818319,-8949907,-8489353,-8422785,-10723488,-3422256,-2170646,-7108727,-7241859,-6585987,-5468794,-4745585,-4217952,-3624269,-4346190,-5397078,-5066310,-8885145,-3883841,-592905,-527115,-2305328,-5269871,-6917016,-7772324,-14082534,-14080215,-9608356,-2304810,-724238,-258,-66055,-199185,-10529712,-15199213,-11912134,-12306121,-8094080,-10923950,-11452615,-9675949,-5990773,-10131586,-11773825,-14605520,-9348269,-9872809,1
25,'2019/09/19 12:25:02:864',1,-16644862,-16447483,-16184568,-15723760,-15394538,-15394539,-15657197,-10854818,-7893103,-7563108,-16579070,-16250361,-15723761,-14670816,-14144729,-14473437,-14933988,-10723747,-6578272,-6314070,-16447484,-15921397,-14934502,-13355471,-12829125,-13552850,-14210266,-10921640,-5526866,-5064773,-16250105,-15461103,-13947607,-12369344,-12040637,-12895433,-13684436,-11316655,-4869706,-4012854,-15395310,-14869223,-12632517,-11119791,-10791598,-12172224,-13289420,-11776692,-4343617,-3092264,-9739165,-13422291,-12764360,-8818063,-8949907,-8554889,-8422785,-10723488,-3422256,-2170646,-7108472,-7176323,-6651523,-5534332,-4811379,-4284002,-3624526,-4346190,-5462614,-5066311,-8885146,-3884098,-593162,-461322,-2239535,-5335151,-6917273,-7772324,-14148070,-14080215,-9608355,-2370346,-724238,-65794,-66055,-199185,-10529711,-15264749,-11911877,-12240328,-8159616,-10923694,-11387078,-9675949,-6056566,-10131588,-11839104,-14671056,-9348269,-9872553,1
26,'2019/09/19 12:25:02:897',1,-16644863,-16447483,-16184312,-15723760,-15394538,-15394538,-15591661,-10789026,-7958639,-7563108,-16579070,-16250361,-15723761,-14670816,-14144729,-14473437,-14933732,-10723746,-6643808,-6314070,-16381948,-15921397,-14934502,-13421262,-12829125,-13552850,-14210267,-10856103,-5526610,-5064773,-16184569,-15461103,-13947863,-12434880,-12040636,-12829641,-13684436,-11316655,-4804170,-4012855,-15395309,-14868968,-12698053,-11119791,-10857134,-12172224,-13223884,-11776692,-4343617,-3092264,-9739421,-13356755,-12698824,-8818319,-8949907,-8554889,-8422785,-10723488,-3422256,-2170647,-7174264,-7176323,-6585987,-5534332,-4811635,-4284001,-3624782,-4346190,-5397078,-5066055,-8885146,-3883842,-592906,-461322,-2173742,-5269614,-6917273,-7838117,-14082534,-14080214,-9673892,-2370346,-724238,-65794,-66054,-199185,-10529968,-15199213,-11846084,-12240328,-8159872,-10923950,-11452615,-9741742,-6122359,-10131588,-11839104,-14605520,-9348269,-9807016,1
27,'2019/09/19 12:25:02:930',1,-16644863,-16447484,-16184568,-15723760,-15329002,-15394538,-15657453,-10854562,-7893103,-7563109,-16579070,-16250361,-15723761,-14670817,-14144729,-14473438,-14933732,-10723746,-6578272,-6314070,-16381948,-15921397,-14934502,-13355726,-12829125,-13552850,-14210267,-10856103,-5526611,-5064773,-16250105,-15460847,-13882072,-12434880,-12040636,-12895433,-13684436,-11316655,-4869450,-4012855,-15395310,-14868967,-12632517,-11054254,-10857134,-12237760,-13289420,-11776692,-4278082,-3092264,-9739421,-13422291,-12698824,-8818063,-8949908,-8554889,-8422784,-10789024,-3356464,-2105110,-7108728,-7241859,-6585731,-5534331,-4811635,-4284002,-3624782,-4346190,-5397077,-5066311,-8885146,-3883841,-593162,-461322,-2173742,-5335407,-6982809,-7903653,-14148071,-14146007,-9608356,-2370346,-724238,-258,-66054,-199185,-10661297,-15199213,-11780548,-12240585,-8225409,-11055280,-11518664,-9873328,-6253945,-10131845,-11839361,-14605519,-9348268,-9807273,1
28,'2019/09/19 12:25:02:964',1,-16644863,-16447484,-16184312,-15723760,-15329002,-15460075,-15591917,-10854818,-7892847,-7563109,-16579070,-16250361,-15723761,-14670816,-14144729,-14473437,-14933988,-10658210,-6578272,-6379607,-16381948,-15921397,-14934502,-13355726,-12829382,-13552849,-14210266,-10856104,-5526610,-5064773,-16184569,-15526640,-13947863,-12369344,-12106173,-12895433,-13684436,-11316655,-4869450,-4012855,-15395310,-14869224,-12698054,-11054255,-10857134,-12172224,-13223884,-11711156,-4343617,-3157800,-9739421,-13422291,-12698824,-8818063,-9015443,-8555145,-8422784,-10723488,-3422256,-2170646,-7108727,-7242115,-6585731,-5469051,-4811379,-4284001,-3624526,-4346190,-5397078,-5066310,-8885146,-3884098,-593162,-461323,-2239535,-5269871,-6917273,-7903653,-14148327,-14146008,-9608356,-2370346,-724238,-65794,-66055,-199185,-10661554,-15199213,-11780548,-12306121,-8225410,-11186866,-11716043,-10070964,-6385788,-10131845,-11905154,-14539983,-9348012,-9807017,1
29,'2019/09/19 12:25:02:998',1,-16644862,-16447483,-16184312,-15723760,-15329002,-15394538,-15591661,-10854562,-7892847,-7562852,-16579070,-16250361,-15723761,-14670816,-14144473,-14473437,-14933732,-10724003,-6578272,-6314071,-16381948,-15921397,-14934502,-13355726,-12829126,-13552594,-14210267,-10921640,-5526611,-5064773,-16184569,-15526640,-13882071,-12434880,-12040637,-12895433,-13684180,-11316655,-4869450,-3947319,-15395310,-14869223,-12698053,-11054255,-10791598,-12172224,-13223884,-11776692,-4278081,-3157800,-9673629,-13422291,-12698567,-8752783,-8949907,-8489353,-8422785,-10723744,-3422256,-2170647,-7108472,-7242116,-6651523,-5468795,-4745842,-4217952,-3624525,-4346190,-5462614,-5066311,-8885146,-3884098,-592906,-527115,-2239792,-5269871,-6917272,-7838117,-14082535,-14146008,-9673891,-2370346,-724238,-65794,-66055,-199185,-10727091,-15264749,-11780805,-12306122,-8159873,-11252659,-11847630,-10268600,-6583167,-10131846,-11905154,-14539984,-9282476,-9872553,1
30,'2019/09/19 12:25:03:030',1,-16644862,-16447483,-16184312,-15723760,-15329002,-15394538,-15591661,-10854562,-7892847,-7562852,-16579070,-16250361,-15723761,-14670816,-14144473,-14473437,-14933732,-10724003,-6578272,-6314071,-16381948,-15921397,-14934502,-13355726,-12829126,-13552594,-14210267,-10921640,-5526611,-5064773,-16184569,-15526640,-13882071,-12434880,-12040637,-12895433,-13684180,-11316655,-4869450,-3947319,-15395310,-14869223,-12698053,-11054255,-10791598,-12172224,-13223884,-11776692,-4278081,-3157800,-9673629,-13422291,-12698567,-8752783,-8949907,-8489353,-8422785,-10723744,-3422256,-2170647,-7108472,-7242116,-6651523,-5468795,-4745842,-4217952,-3624525,-4346190,-5462614,-5066311,-8885146,-3884098,-592906,-527115,-2239792,-5269871,-6917272,-7838117,-14082535,-14146008,-9673891,-2370346,-724238,-65794,-66055,-199185,-10727091,-15264749,-11780805,-12306122,-8159873,-11252659,-11847630,-10268600,-6583167,-10131846,-11905154,-14539984,-9282476,-9872553,1
31,'2019/09/19 12:25:03:064',1,-16644862,-16447483,-16184312,-15658224,-15329002,-15394538,-15591661,-10789026,-7892847,-7562852,-16579070,-16250361,-15723761,-14670816,-14144729,-14473437,-14933732,-10658210,-6578272,-6314070,-16381948,-15921397,-14868966,-13421262,-12829125,-13552594,-14210267,-10856103,-5526611,-5064773,-16184569,-15461103,-13882071,-12369344,-12040380,-12895433,-13684180,-11316399,-4804170,-3947319,-15395310,-14868967,-12632517,-11054254,-10791598,-12237760,-13223884,-11776692,-4277825,-3092264,-9739165,-13422291,-12698823,-8818318,-8949907,-8489353,-8422785,-10723744,-3356464,-2105110,-7043191,-7242115,-6651524,-5468795,-4745585,-4152159,-3558732,-4346190,-5397077,-5066054,-8819609,-3883842,-593162,-527116,-2305585,-5335408,-6851480,-7837861,-14148070,-14080215,-9673892,-2370346,-724238,-65794,-66055,-199185,-10661554,-15199213,-11911877,-12306377,-8225409,-11318451,-11913422,-10334137,-6648703,-10131845,-11905154,-14605520,-9282476,-9807273,1
32,'2019/09/19 12:25:03:098',1,-16644862,-16447483,-16184312,-15657968,-15329002,-15394538,-15591661,-10854562,-7892847,-7497572,-16579070,-16250361,-15723761,-14605280,-14144729,-14473437,-14933732,-10723747,-6578528,-6314071,-16447484,-15921397,-14934502,-13355470,-12763589,-13487313,-14144731,-10856103,-5526610,-5064773,-16184569,-15461103,-13882071,-12369343,-12040380,-12895177,-13618644,-11316655,-4869705,-3947319,-15395310,-14868968,-12632517,-11054255,-10857134,-12172225,-13223884,-11711156,-4343617,-3092264,-9739421,-13356755,-12698824,-8818062,-8949907,-8554889,-8422785,-10723488,-3422256,-2105110,-7108471,-7241859,-6651780,-5468795,-4745329,-4152416,-3558732,-4345934,-5462614,-5066055,-8885146,-3883841,-593162,-527116,-2305586,-5269872,-6851480,-7706531,-14016742,-14080215,-9673892,-2304810,-724238,-258,-66055,-199185,-10464175,-15133420,-12043463,-12240585,-8225666,-11318452,-11847630,-10268343,-6582910,-10131845,-11839361,-14671313,-9348269,-9741481,1
33,'2019/09/19 12:25:03:131',1,-16644862,-16447483,-16184312,-15723760,-15328746,-15394539,-15591661,-10854818,-7892847,-7497316,-16579070,-16250361,-15723761,-14670816,-14144729,-14473437,-14933988,-10724003,-6578272,-6314070,-16381948,-15921397,-14934502,-13421263,-12829126,-13552593,-14210267,-10856103,-5526611,-5064773,-16184569,-15526639,-13882071,-12434880,-12040636,-12895177,-13684180,-11316656,-4869706,-4012855,-15329773,-14868967,-12698053,-11054255,-10791598,-12237760,-13223884,-11776692,-4343617,-3092264,-9739165,-13422291,-12698824,-8818319,-8949907,-8554889,-8422785,-10789024,-3422256,-2170646,-7108471,-7241859,-6651780,-5534331,-4745584,-4218208,-3558733,-4280397,-5397077,-5066055,-8885146,-3884098,-593162,-527115,-2305329,-5335407,-6917272,-7575202,-13950949,-14079958,-9673892,-2370347,-724238,-65794,-66055,-199185,-10200746,-15067628,-12175049,-12174535,-8225666,-11252659,-11716043,-10136757,-6451581,-10131845,-11641981,-14737105,-9545390,-9807016,1
34,'2019/09/19 12:25:03:164',1,-16644862,-16447484,-16184312,-15723760,-15394538,-15394539,-15591917,-10789026,-7827310,-7562852,-16579070,-16250361,-15789297,-14670816,-14144729,-14473438,-14933732,-10724002,-6578272,-6314070,-16447484,-15921397,-15000038,-13355726,-12829125,-13487057,-14210267,-10856103,-5526866,-5064773,-16184569,-15461104,-13882072,-12434880,-12040381,-12895433,-13684180,-11316656,-4869706,-4012855,-15395310,-14868967,-12698309,-11054255,-10857134,-12237760,-13223884,-11711156,-4343617,-3092264,-9673885,-13422291,-12764360,-8818319,-8949907,-8489353,-8423041,-10723488,-3422255,-2170646,-7108728,-7176323,-6717317,-5534587,-4745585,-4283745,-3624525,-4214861,-5396821,-5066055,-8819610,-3884098,-593162,-527116,-2305585,-5335407,-6982809,-7509152,-13885413,-14014422,-9673892,-2370346,-724238,-258,-66055,-199185,-10003366,-14936299,-12306378,-12042950,-8225666,-11252659,-11518665,-10004915,-6385788,-10131844,-11575930,-14868177,-9676720,-9741480,1
35,'2019/09/19 12:25:03:198',1,-16644862,-16447484,-16184312,-15723760,-15394538,-15394539,-15591917,-10789026,-7827310,-7562852,-16579070,-16250361,-15789297,-14670816,-14144729,-14473438,-14933732,-10724002,-6578272,-6314070,-16447484,-15921397,-15000038,-13355726,-12829125,-13487057,-14210267,-10856103,-5526866,-5064773,-16184569,-15461104,-13882072,-12434880,-12040381,-12895433,-13684180,-11316656,-4869706,-4012855,-15395310,-14868967,-12698309,-11054255,-10857134,-12237760,-13223884,-11711156,-4343617,-3092264,-9673885,-13422291,-12764360,-8818319,-8949907,-8489353,-8423041,-10723488,-3422255,-2170646,-7108728,-7176323,-6717317,-5534587,-4745585,-4283745,-3624525,-4214861,-5396821,-5066055,-8819610,-3884098,-593162,-527116,-2305585,-5335407,-6982809,-7509152,-13885413,-14014422,-9673892,-2370346,-724238,-258,-66055,-199185,-10003366,-14936299,-12306378,-12042950,-8225666,-11252659,-11518665,-10004915,-6385788,-10131844,-11575930,-14868177,-9676720,-9741480,1
36,'2019/09/19 12:25:03:231',1,-16644862,-16447483,-16184312,-15723760,-15329002,-15394538,-15591661,-10789026,-7892847,-7497316,-16579070,-16250361,-15723761,-14605280,-14144473,-14473437,-14933732,-10658210,-6578272,-6314070,-16447484,-15921397,-14934502,-13355726,-12829125,-13487313,-14210267,-10856104,-5526611,-5064773,-16184569,-15526639,-13882071,-12369344,-12040380,-12895177,-13684180,-11316655,-4869450,-4012855,-15395310,-14868967,-12698053,-11054254,-10857133,-12172224,-13289420,-11711155,-4343617,-3157800,-9673629,-13422291,-12764360,-8818063,-8949907,-8554889,-8422785,-10723488,-3356720,-2170646,-7108728,-7176323,-6651781,-5600124,-4745585,-4284002,-3624526,-4214860,-5396821,-5066311,-8885146,-3883842,-592906,-527116,-2371121,-5335407,-6982809,-7443616,-13819620,-14014678,-9673892,-2370346,-724238,-258,-66054,-199185,-9871524,-14936299,-12437963,-11977414,-8225666,-11187122,-11452872,-9873585,-6319995,-10066052,-11510137,-14868433,-9742514,-9741224,1
37,'2019/09/19 12:25:03:264',1,-16644862,-16447484,-16184311,-15723760,-15394539,-15394538,-15591661,-10789026,-7892846,-7563108,-16579070,-16250361,-15723761,-14670816,-14144729,-14473437,-14933732,-10723746,-6578272,-6314070,-16381948,-15921397,-14934502,-13355726,-12829381,-13487057,-14210266,-10856103,-5526611,-5064773,-16184569,-15461103,-13882071,-12369344,-12040636,-12895433,-13684180,-11316655,-4869705,-4012855,-15395310,-14868967,-12632517,-11054255,-10791598,-12237760,-13223884,-11776692,-4343618,-3157800,-9673629,-13422291,-12698567,-8818063,-8949908,-8489353,-8357248,-10723744,-3422255,-2170646,-7108728,-7241859,-6651781,-5600124,-4745585,-4218209,-3624525,-4214604,-5396821,-5066055,-8885145,-3883842,-593162,-592908,-2371122,-5335407,-6982809,-7378080,-13819620,-14014678,-9673892,-2370346,-724238,-258,-66055,-199185,-9871781,-14936299,-12503500,-12043206,-8225666,-11252916,-11518665,-10004914,-6385788,-10131588,-11575931,-14868434,-9742513,-9741480,1
38,'2019/09/19 12:25:03:297',1,-16644863,-16447484,-16184312,-15723760,-15394538,-15394538,-15591661,-10789025,-7892847,-7563108,-16579070,-16250361,-15723761,-14605280,-14144729,-14473438,-14933732,-10658211,-6643808,-6314071,-16381948,-15921397,-14934502,-13421262,-12829125,-13552593,-14144731,-10856104,-5526867,-5064773,-16184569,-15461103,-13882071,-12434880,-12040380,-12895433,-13618644,-11316655,-4869706,-4012854,-15395310,-14869223,-12632517,-11054254,-10857134,-12237760,-13223884,-11711156,-4343617,-3157800,-9739421,-13422291,-12698823,-8818319,-8949908,-8554889,-8422785,-10723488,-3422256,-2170646,-7108727,-7242115,-6717574,-5468795,-4679536,-4217952,-3558732,-4214860,-5397078,-5066311,-8885145,-3884098,-592906,-593165,-2437171,-5335664,-6917272,-7443616,-13885412,-14080214,-9673892,-2370346,-724238,-65794,-66055,-199185,-9937574,-14936299,-12503500,-12108999,-8225666,-11384245,-11781837,-10202551,-6582910,-10131589,-11641724,-14868434,-9611184,-9807016,1
39,'2019/09/19 12:25:03:331',1,-16644863,-16447484,-16184312,-15723760,-15394538,-15394538,-15591661,-10789025,-7892847,-7563108,-16579070,-16250361,-15723761,-14605280,-14144729,-14473438,-14933732,-10658211,-6643808,-6314071,-16381948,-15921397,-14934502,-13421262,-12829125,-13552593,-14144731,-10856104,-5526867,-5064773,-16184569,-15461103,-13882071,-12434880,-12040380,-12895433,-13618644,-11316655,-4869706,-4012854,-15395310,-14869223,-12632517,-11054254,-10857134,-12237760,-13223884,-11711156,-4343617,-3157800,-9739421,-13422291,-12698823,-8818319,-8949908,-8554889,-8422785,-10723488,-3422256,-2170646,-7108727,-7242115,-6717574,-5468795,-4679536,-4217952,-3558732,-4214860,-5397078,-5066311,-8885145,-3884098,-592906,-593165,-2437171,-5335664,-6917272,-7443616,-13885412,-14080214,-9673892,-2370346,-724238,-65794,-66055,-199185,-9937574,-14936299,-12503500,-12108999,-8225666,-11384245,-11781837,-10202551,-6582910,-10131589,-11641724,-14868434,-9611184,-9807016,1
40,'2019/09/19 12:25:03:364',1,-16644862,-16447483,-16184568,-15723760,-15394538,-15460074,-15591661,-10789026,-7892846,-7562853,-16579070,-16250361,-15723761,-14670816,-14144729,-14473438,-14933732,-10658467,-6578272,-6314071,-16447484,-15921397,-14934502,-13355471,-12829381,-13552850,-14210267,-10856103,-5526867,-5064773,-16250105,-15526639,-13882071,-12369344,-12040637,-12895177,-13684436,-11316655,-4804170,-4012855,-15395310,-14934760,-12698053,-11119791,-10791598,-12172224,-13223884,-11776692,-4278081,-3092264,-9673885,-13422291,-12698824,-8818319,-8949907,-8554889,-8422784,-10723488,-3422256,-2170646,-7108472,-7241860,-6783366,-5468794,-4613742,-4152158,-3492939,-4280140,-5397078,-5066055,-8885146,-3884098,-593162,-658958,-2502965,-5335665,-6851480,-7443616,-13885413,-14080215,-9673892,-2370347,-724238,-65794,-66055,-199185,-10069160,-15001836,-12437964,-12240585,-8225409,-11450037,-12045008,-10400186,-6714753,-10131846,-11707774,-14868435,-9545391,-9807017,1
41,'2019/09/19 12:25:03:397',1,-16644862,-16447483,-16184568,-15723760,-15394538,-15460074,-15591661,-10789026,-7892846,-7562853,-16579070,-16250361,-15723761,-14670816,-14144729,-14473438,-14933732,-10658467,-6578272,-6314071,-16447484,-15921397,-14934502,-13355471,-12829381,-13552850,-14210267,-10856103,-5526867,-5064773,-16250105,-15526639,-13882071,-12369344,-12040637,-12895177,-13684436,-11316655,-4804170,-4012855,-15395310,-14934760,-12698053,-11119791,-10791598,-12172224,-13223884,-11776692,-4278081,-3092264,-9673885,-13422291,-12698824,-8818319,-8949907,-8554889,-8422784,-10723488,-3422256,-2170646,-7108472,-7241860,-6783366,-5468794,-4613742,-4152158,-3492939,-4280140,-5397078,-5066055,-8885146,-3884098,-593162,-658958,-2502965,-5335665,-6851480,-7443616,-13885413,-14080215,-9673892,-2370347,-724238,-65794,-66055,-199185,-10069160,-15001836,-12437964,-12240585,-8225409,-11450037,-12045008,-10400186,-6714753,-10131846,-11707774,-14868435,-9545391,-9807017,1
42,'2019/09/19 12:25:03:430',1,-16644863,-16447484,-16184312,-15723760,-15394538,-15394538,-15591661,-10789026,-7892846,-7562852,-16579070,-16315897,-15724017,-14670816,-14144729,-14473437,-14868196,-10723746,-6643808,-6314071,-16381948,-15986933,-14934502,-13421262,-12829126,-13552594,-14210266,-10856103,-5592147,-5064773,-16184569,-15526639,-13882071,-12434880,-12106173,-12895433,-13684180,-11316655,-4869706,-4012855,-15395310,-14934760,-12698053,-11054255,-10857134,-12172224,-13289420,-11776692,-4343617,-3092264,-9739165,-13422291,-12764104,-8818319,-8949907,-8489353,-8422784,-10723488,-3422256,-2170646,-7108728,-7307652,-6914696,-5336951,-4481898,-4020314,-3361096,-4280139,-5462614,-5066311,-8885146,-3883842,-593162,-790545,-2635065,-5335922,-6785687,-7443617,-13885413,-14146007,-9673892,-2304810,-724238,-65794,-66055,-199185,-10134953,-15002092,-12503500,-12371914,-8225409,-11252915,-11650250,-10004915,-6319995,-10066052,-11773568,-14802900,-9545134,-9807017,1
43,'2019/09/19 12:25:03:464',1,-16644863,-16447484,-16184568,-15723760,-15394538,-15394538,-15591661,-10789025,-7892846,-7562852,-16579070,-16250361,-15789297,-14670816,-14144729,-14473437,-14933732,-10658210,-6643808,-6314071,-16447484,-15921397,-14934502,-13355726,-12829125,-13552594,-14210267,-10856104,-5526867,-5064773,-16250105,-15526639,-13882071,-12369344,-12040381,-12895433,-13684180,-11316655,-4869706,-4012855,-15395310,-14934503,-12698309,-11054255,-10791598,-12172224,-13223884,-11711156,-4343617,-3092264,-9739421,-13422291,-12698824,-8818319,-8949907,-8489353,-8422785,-10723744,-3422256,-2170646,-7108471,-7307652,-6980489,-5336695,-4416105,-3954521,-3426630,-4280139,-5462614,-5066055,-8885146,-3884098,-593162,-856338,-2700858,-5335922,-6719894,-7443617,-13885413,-14080215,-9673892,-2370346,-724238,-65794,-66055,-199185,-10069160,-15002091,-12503756,-12371914,-8159873,-11055536,-11255493,-9610156,-5991030,-10131587,-11773567,-14802900,-9479854,-9741480,1
44,'2019/09/19 12:25:03:497',1,-16644862,-16447483,-16184312,-15723760,-15394538,-15394538,-15657197,-10854562,-7892846,-7562853,-16579070,-16315897,-15723761,-14670816,-14144729,-14473437,-14933988,-10658210,-6578528,-6314071,-16381948,-15986933,-14934502,-13355726,-12829125,-13552594,-14210267,-10856103,-5526867,-5064773,-16184569,-15526639,-13947607,-12369344,-12040636,-12895433,-13684436,-11316655,-4869706,-3947319,-15395310,-14934760,-12698053,-11054254,-10857134,-12172224,-13223884,-11776691,-4343617,-3157800,-9739165,-13422291,-12764359,-8818062,-8949907,-8489353,-8422785,-10723488,-3422000,-2170647,-7108471,-7307652,-6914953,-5336694,-4416105,-3954521,-3360838,-4280139,-5462614,-5066054,-8819610,-3884098,-593162,-856338,-2700858,-5335922,-6719894,-7377824,-13819876,-14145751,-9673891,-2370346,-724238,-65794,-66055,-199185,-10068903,-15001835,-12635085,-12437450,-8094081,-10923694,-10992320,-9281190,-5793394,-10131329,-11773311,-14802901,-9545391,-9807017,1
